Expedition,Site,Hole,Program,Longitude,Latitude,Water Depth (m),Core Recovered (m)
161,977,A,ODP,-1.9553,36.0318,1984,545.49
161,978,A,ODP,-2.0571,36.2311,1929.4,406.66
161,979,A,ODP,-3.2059,35.7238,1062.1,583.14
162,907,B,ODP,-12.6983,69.2497,1802,219.56
162,907,C,ODP,-12.6983,69.2333,1801,220.23
162,980,A,ODP,-14.7022,55.4848,2172.2,117.62
162,980,B,ODP,-14.7023,55.4849,2168.4,122.48
162,980,C,ODP,-14.7021,55.4851,2168,126.61
162,981,A,ODP,-14.6509,55.4772,2173.1,327.51
162,981,B,ODP,-14.6508,55.4774,2173.1,227.29
162,981,C,ODP,-14.6508,55.4774,2171.8,293.81
162,982,A,ODP,-15.8667,57.5165,1135.3,253.23
162,982,B,ODP,-15.8666,57.5167,1134,488.5
162,982,C,ODP,-15.8665,57.5168,1133.7,256.49
162,982,D,ODP,-15.8665,57.5168,1133.7,9.78
162,983,A,ODP,-23.6406,60.4033,1983,264.42
162,983,B,ODP,-23.6406,60.4035,1982.7,261.83
162,983,C,ODP,-23.6407,60.4036,1985,271.75
162,984,A,ODP,-24.0823,61.4251,1649.3,180.16
162,984,B,ODP,-24.0825,61.4253,1647.8,458.26
162,984,C,ODP,-24.0825,61.4254,1648.5,296
162,984,D,ODP,-24.0826,61.4255,1647.9,115.22
162,985,A,ODP,-6.4502,66.9415,2787.6,553.42
162,985,B,ODP,-6.45,66.9416,2787.8,129.44
162,986,A,ODP,9.0777,77.3406,2051.5,181.3
162,986,B,ODP,9.0777,77.3405,2053.1,15.1
162,986,C,ODP,9.0777,77.3405,2051.5,229.78
162,986,D,ODP,9.0776,77.3401,2051.5,241.56
162,987,A,ODP,-17.9374,70.4966,1671.6,173.01
162,987,B,ODP,-17.9369,70.4966,1671.9,74.18
162,987,C,ODP,-17.9365,70.4965,1670.5,44.91
162,987,D,ODP,-17.9363,70.4966,1672.8,268.46
162,987,E,ODP,-17.9365,70.4965,1672.7,308.82
163,,A,ODP,65.7042,262.6,-34.871,9.59
163,,A,ODP,63.5226,459.5,-39.9019,16.02
163,,B,ODP,63.5226,459.5,-39.9018,73.96
163,,A,ODP,63.4729,541.5,-39.7801,105.01
164,991,A,ODP,-75.93,32.9836,2567.5,58.56
164,991,B,ODP,-75.9299,32.9836,2567.5,1.04
164,992,A,ODP,-75.916,32.9757,2586.9,52.62
164,993,A,ODP,-75.8948,32.963,2641.8,45.7
164,994,A,ODP,-75.5459,31.7857,2797.6,37.29
164,994,B,ODP,-75.5457,31.7857,2797.6,6.94
164,994,C,ODP,-75.5459,31.7857,2799.1,501.47
164,994,D,ODP,-75.5458,31.7857,2799.1,69.43
164,995,A,ODP,-75.5224,31.8035,2778.5,478.71
164,995,B,ODP,-75.5223,31.8036,2776.9,61.77
164,996,A,ODP,-76.1909,32.4939,2169.6,17.28
164,996,B,ODP,-76.1909,32.4939,2172.7,3.4
164,996,C,ODP,-76.1909,32.494,2170.7,2.61
164,996,D,ODP,-76.1913,32.4939,2169.6,15.58
164,996,E,ODP,-76.1905,32.4939,2170,44.49
164,997,A,ODP,-75.4686,31.8431,2770.1,342.66
164,997,B,ODP,-75.4685,31.8433,2770.1,242.75
165,1000,A,ODP,-79.8674,16.5537,915.9,538.28
165,1000,B,ODP,-79.8674,16.5536,915.8,142.15
165,1001,A,ODP,-74.9105,15.7571,3259.6,286.24
165,1001,B,ODP,-74.9104,15.757,3259.4,201.1
165,1002,A,ODP,-65.1696,10.7061,892.7,9.77
165,1002,B,ODP,-65.1696,10.7061,892.7,6.24
165,1002,C,ODP,-65.1694,10.7061,892.6,186
165,1002,D,ODP,-65.1693,10.7061,893.2,162.29
165,1002,E,ODP,-65.1693,10.7061,893.1,164.96
165,998,A,ODP,-82.9361,19.4896,3179.9,440.88
165,998,B,ODP,-82.936,19.4898,3179.8,287.88
165,999,A,ODP,-78.7393,12.744,2827.9,534.83
165,999,B,ODP,-78.7403,12.7433,2827.8,398
166,1003,A,ODP,-79.2607,24.5458,481.4,129.12
166,1003,B,ODP,-79.2608,24.546,483.3,187.44
166,1003,C,ODP,-79.2608,24.5461,483.3,378.06
166,1003,D,ODP,-79.2607,24.546,494.5
166,1004,A,ODP,-79.2492,24.5547,418.9,117.49
166,1005,A,ODP,-79.2357,24.5629,350.7,149.58
166,1005,B,ODP,-79.2357,24.5628,351.7,49.45
166,1005,C,ODP,-79.2357,24.5626,351.6,107.1
166,1006,A,ODP,-79.459,24.3998,657.9,646.93
166,1006,B,ODP,-79.4592,24.3998,657.5,182.72
166,1006,C,ODP,-79.4593,24.3999,658.4,6.55
166,1006,D,ODP,-79.4593,24.3999,657.4,7.6
166,1007,A,ODP,-79.3223,24.5044,650.3,6.65
166,1007,B,ODP,-79.3223,24.5044,647.4,198.42
166,1007,C,ODP,-79.3225,24.5042,647.3,503.27
166,1008,A,ODP,-79.0835,23.6107,437.1,89.09
166,1009,A,ODP,-79.05,23.614,307.9,179.2
167,,A,ODP,29.965,3464.5,-118.1008,9.15
167,,B,ODP,29.9651,3465.5,-118.1007,23.71
167,,C,ODP,29.9651,3465.7,-118.1008,192.94
167,,D,ODP,29.965,3466.7,-118.1006,54.47
167,,E,ODP,29.9651,3464.7,-118.1005,185.23
167,,F,ODP,29.9649,3465.4,-118.1006,56.76
167,,A,ODP,31.2804,2021.6,-117.633,9.84
167,,B,ODP,31.2803,2021.6,-117.633,271.05
167,,C,ODP,31.2803,2022.3,-117.633,189.97
167,,D,ODP,31.2803,2020.2,-117.633,17.24
167,,E,ODP,31.2804,2019.9,-117.516,148.52
167,,A,ODP,32.2828,1773.3,-118.383,269.74
167,,B,ODP,32.2826,1771.7,-118.383,131.26
167,,C,ODP,32.2828,1771.9,-118.384,86.89
167,,A,ODP,32.8007,1564.4,-118.898,137.1
167,,B,ODP,32.801,1563.4,-118.898,107.97
167,,C,ODP,32.801,1564.8,-118.898,73.96
167,,A,ODP,32.8332,1164.8,-119.981,404.35
167,,B,ODP,32.8341,1166.7,-119.981,224.69
167,,C,ODP,32.8341,1165.4,-119.981,19.53
167,,A,ODP,33.7154,900.8,-118.819,139.12
167,,B,ODP,33.7154,901.5,-118.818,81.32
167,,A,ODP,34.5403,3834.3,-122.276,303.65
167,,B,ODP,34.5386,3836.6,-122.276,218.1
167,,C,ODP,34.5382,3835.2,-122.276,18.76
167,,D,ODP,34.5384,3834.4,-122.276,154.16
167,,A,ODP,34.5348,955.6,-121.107,9.86
167,,B,ODP,34.5349,955.1,-121.106,188.74
167,,C,ODP,34.5349,956.1,-121.107,169.37
167,,D,ODP,34.5348,955.3,-121.107,85.01
167,,E,ODP,34.535,955.5,-121.107,25.71
167,,A,ODP,36.9883,2477.4,-123.277,426.85
167,,B,ODP,36.9897,2475.6,-123.275,19.45
167,,C,ODP,36.9898,2476.8,-123.275,261.44
167,,D,ODP,36.9899,2476,-123.275,167.35
167,,A,ODP,41.6828,980.1,-124.933,10.11
167,,B,ODP,41.6829,984.1,-124.933,10.08
167,,C,ODP,41.6829,976.9,-124.932,213.97
167,,D,ODP,41.6828,977.6,-124.933,183.03
167,,E,ODP,41.6827,978.2,-124.933,112.17
167,,A,ODP,41.009,3041.6,-126.434,10.02
167,,B,ODP,41.009,3038.8,-126.434,265
167,,C,ODP,41.008,3037.9,-126.434,239.49
167,,D,ODP,41.008,3037.8,-126.434,163.74
167,,A,ODP,39.0875,4215,-127.783,9.86
167,,B,ODP,39.0875,4211.5,-127.783,311.62
167,,C,ODP,39.0874,4212.9,-127.783,170.39
167,,D,ODP,39.0873,4212.4,-127.783,143.84
167,,A,ODP,40.0808,1927,-125.342,171.57
167,,B,ODP,40.0808,1926,-125.342,105.69
167,,C,ODP,40.0807,1926,-125.342,378.85
168,1023,A,ODP,-128.792,47.9173,2593.3,193.05
168,1024,A,ODP,-128.749,47.9087,2612.4,9.19
168,1024,B,ODP,-128.752,47.9046,2614,170.11
168,1024,C,ODP,-128.75,47.9089,2612,0.12
168,1025,A,ODP,-128.648,47.8875,2606.2,6.34
168,1025,B,ODP,-128.65,47.8833,2613.6,90.98
168,1025,C,ODP,-128.648,47.8875,2606.2,15.16
168,1026,A,ODP,-127.759,47.7626,2658.1,105.57
168,1026,B,ODP,-127.759,47.7627,2658,1.95
168,1026,C,ODP,-127.753,47.771,2658,49.77
168,1027,A,ODP,-127.73,47.7569,2657,9.92
168,1027,B,ODP,-127.73,47.7569,2657,414.91
168,1027,C,ODP,-127.731,47.7565,2656.2,29.13
168,1028,A,ODP,-128.504,47.858,2659,124.91
168,1029,A,ODP,-128.376,47.8317,2653,202.97
168,1030,A,ODP,-128.561,47.8975,2574,9.76
168,1030,B,ODP,-128.561,47.8975,2573,44.11
168,1031,A,ODP,-128.566,47.89,2588,42.56
168,1032,A,ODP,-128.122,47.7796,2645,50.86
169,1033,A,ODP,-123.5034,48.5906,226.8,9.09
169,1033,B,ODP,-123.5033,48.5907,228.7,106.35
169,1033,C,ODP,-123.5033,48.5907,226.1,75.87
169,1033,D,ODP,-123.5033,48.5906,226.5,73.78
169,1034,A,ODP,-123.5,48.6333,203.7,10.05
169,1034,B,ODP,-123.5,48.6333,203,117.22
169,1034,C,ODP,-123.5,48.6334,201.2,97.38
169,1034,D,ODP,-123.5,48.6333,201.5,103.77
169,1034,E,ODP,-123.4999,48.6333,201.3,92.48
169,1035,A,ODP,-128.682,48.4337,2444.9,119.47
169,1035,B,ODP,-128.681,48.4332,2447.5,0.01
169,1035,C,ODP,-128.681,48.4332,2447.5,2.09
169,1035,D,ODP,-128.68,48.4337,2448.3,51.37
169,1035,E,ODP,-128.6809,48.4328,2453.1,47.72
169,1035,F,ODP,-128.681,48.4331,2447.4,22.55
169,1035,G,ODP,-128.6819,48.4337,2445,21.1
169,1035,H,ODP,-128.6819,48.4305,2443.3,33.25
169,1036,A,ODP,-128.7097,48.4562,2407.4,34.79
169,1036,B,ODP,-128.7101,48.4564,2414.4,46.72
169,1036,C,ODP,-128.7105,48.4566,2413.5,46.87
169,1037,A,ODP,-127.5152,40.9549,3302.3,9.79
169,1037,B,ODP,-127.515,40.955,3300.2,426.95
169,1038,A,ODP,-127.4943,41.0003,3221.8,2.65
169,1038,B,ODP,-127.4978,41.0004,3254.3,13.8
169,1038,C,ODP,-127.4934,41.003,3227.2,3.16
169,1038,D,ODP,-127.4936,41.0024,3225.2,3.23
169,1038,E,ODP,-127.4941,41,3209.2,2.41
169,1038,F,ODP,-127.4881,40.9955,3240.2,6.62
169,1038,G,ODP,-127.4881,40.9954,3239.2,44.88
169,1038,H,ODP,-127.4942,41.0001,3222.2,30
169,1038,I,ODP,-127.4927,40.9981,3215.2,191.13
169,856,H,ODP,-128.681,48.4337,2423.2,49.22
169,857,D,ODP,-128.7108,48.442,2419.4,0.01
169,858,G,ODP,-128.7088,48.456,2414.9,5.17
170,1039,A,ODP,-86.2001,9.6399,4351.7,28.91
170,1039,B,ODP,-86.2,9.64,4353.5,382.46
170,1039,C,ODP,-86.2,9.6397,4351.4,37.65
170,1039,D,ODP,-86.2,9.6395,4351.3
170,1040,A,ODP,-86.1791,9.6617,4177,9.58
170,1040,B,ODP,-86.1791,9.6617,4178,127.92
170,1040,C,ODP,-86.1789,9.6616,4177.9,377.28
170,1040,D,ODP,-86.1793,9.6619,4177.9
170,1040,E,ODP,-86.1792,9.6621,4177.9
170,1041,A,ODP,-86.1165,9.7337,3306.1,114.32
170,1041,B,ODP,-86.1163,9.7337,3305.9,132.97
170,1041,C,ODP,-86.1157,9.7331,3305.9,6.85
170,1042,A,ODP,-86.1126,9.6558,3593.8,12.85
170,1042,B,ODP,-86.1123,9.6555,3581.2,8.89
170,1042,C,ODP,-86.112,9.6552,3573.6
170,1043,A,ODP,-86.186,9.6545,4312.7,224.07
170,1043,B,ODP,-86.1857,9.6543,4309.6
171A,1044,A,ODP,-58.6413,15.5399,4972
171A,1045,A,ODP,-58.7237,15.5373,4971
171A,1046,A,ODP,-58.7143,15.5365,5017
171A,1047,A,ODP,-58.7032,15.5306,5056
171A,1048,A,ODP,-58.6763,15.5338,5053
171A,1049,A,ODP,-76.1122,30.1424,2656.1,104.32
171A,1049,B,ODP,-76.1121,30.1424,2670.8,81.63
171A,1049,C,ODP,-76.1121,30.1423,2670.8,88.86
171A,1050,A,ODP,-76.235,30.1,2299.8,293.7
171A,1050,B,ODP,-76.2349,30.1,2299.8,219.44
171A,1050,C,ODP,-76.235,30.0999,2296.5,200.19
171A,1051,A,ODP,-76.3576,30.0529,1982.7,599.89
171A,1051,B,ODP,-76.3578,30.0531,1980.6,508.18
171A,1052,A,ODP,-76.6266,29.9515,1344.5,159.63
171A,1052,B,ODP,-76.6268,29.9513,1345,115.65
171A,1052,C,ODP,-76.6268,29.9513,1345,19.91
171A,1052,D,ODP,-76.6269,29.9513,1342.5,19.41
171A,1052,E,ODP,-76.6268,29.9513,1343.5,327.9
171A,1052,F,ODP,-76.6268,29.9513,1342,129.12
171A,1053,A,ODP,-76.5236,29.9923,1629.5,189.5
171A,1053,B,ODP,-76.5236,29.9923,1630.3,170.11
172,1054,A,ODP,-76.2833,33,1291.3,182.55
172,1054,B,ODP,-76.2833,32.9997,1293.6,106.29
172,1054,C,ODP,-76.2833,32.9995,1294.7,104.55
172,1055,A,ODP,-76.2862,32.784,1798.7,9.82
172,1055,B,ODP,-76.2863,32.784,1797.7,137.99
172,1055,C,ODP,-76.2863,32.7843,1797.7,126.1
172,1055,D,ODP,-76.2863,32.7845,1798.6,136.99
172,1055,E,ODP,-76.2863,32.7849,1797.7,18.48
172,1056,A,ODP,-76.33,32.485,2166.7,9.98
172,1056,B,ODP,-76.33,32.485,2166.6,171.81
172,1056,C,ODP,-76.3302,32.4852,2166.9,166.25
172,1056,D,ODP,-76.3304,32.4854,2166.4,132.46
172,1057,A,ODP,-76.0792,32.0292,2583.7,141.67
172,1057,B,ODP,-76.0792,32.0289,2584.5,145.08
172,1057,C,ODP,-76.0792,32.0286,2583.2,77.46
172,1058,A,ODP,-75.4301,31.6903,2984.5,164.56
172,1058,B,ODP,-75.4301,31.69,2984,166
172,1058,C,ODP,-75.43,31.6898,2984,173.81
172,1059,A,ODP,-75.4188,31.6744,2985.4,105.49
172,1059,B,ODP,-75.4185,31.6742,2985.2,95.91
172,1059,C,ODP,-75.4183,31.674,2984.7,100.54
172,1060,A,ODP,-74.4665,30.76,3481.2,177.74
172,1060,B,ODP,-74.4665,30.7598,3480.8,134.23
172,1060,C,ODP,-74.4665,30.7595,3481.2,130.78
172,1061,A,ODP,-73.5999,29.975,4046.6,298.2
172,1061,B,ODP,-73.5999,29.9753,4043.6,9.82
172,1061,C,ODP,-73.5999,29.9753,4036.8,174.61
172,1061,D,ODP,-73.5998,29.9755,4038.4,194.95
172,1061,E,ODP,-73.5999,29.9759,4035.7,19.53
172,1062,A,ODP,-74.407,28.2464,4763.3,181.24
172,1062,B,ODP,-74.407,28.2465,4763,239.08
172,1062,C,ODP,-74.4069,28.2466,4760.6,134.56
172,1062,D,ODP,-74.4069,28.2463,4760.2,82.66
172,1062,E,ODP,-74.4176,28.2461,4774,203.72
172,1062,F,ODP,-74.4177,28.2462,4773.7,83.77
172,1062,G,ODP,-74.4104,28.2459,4747.5,9.27
172,1062,H,ODP,-74.4103,28.2459,4745.3,65.29
172,1063,A,ODP,-57.615,33.6867,4583.5,400.4
172,1063,B,ODP,-57.615,33.6865,4583,341.95
172,1063,C,ODP,-57.6151,33.6864,4584.1,204.39
172,1063,D,ODP,-57.6151,33.6862,4584.3,176.54
172,1064,A,ODP,-57.0765,32.5453,5568.3,28.83
173,1065,A,ODP,-11.2954,40.7241,4770.1,46.56
173,1066,A,ODP,-11.5871,40.6825,5021.1
173,1067,A,ODP,-11.5958,40.6825,5020.9,77.67
173,1068,A,ODP,-11.612,40.6826,5043.9,180.59
173,1069,A,ODP,-11.7772,40.7269,5074.8,96.3
173,1070,A,ODP,-12.7238,40.7963,5321.8,51.77
174A,1071,A,ODP,-72.7281,39.3824,88.2,28.85
174A,1071,B,ODP,-72.728,39.3825,88.2,11
174A,1071,C,ODP,-72.7281,39.3825,88.1,67.55
174A,1071,D,ODP,-72.7281,39.3824,88,3.98
174A,1071,E,ODP,-72.7281,39.3824,87.6
174A,1071,F,ODP,-72.7157,39.3822,90,20.07
174A,1071,G,ODP,-72.7156,39.3823,90
174A,1072,A,ODP,-72.6946,39.3656,98.1,151.87
174A,1072,B,ODP,-72.6944,39.3655,98,0.03
174A,1072,C,ODP,-72.6941,39.3653,99.5
174A,1072,D,ODP,-72.6942,39.3654,99.6
174A,1073,A,ODP,-72.2758,39.2254,639.4,662.98
174A,1074,A,ODP,-46.1123,22.7805,4445.4,66.34
175,1075,A,ODP,10.075,-4.7853,2995.7,213.75
175,1075,B,ODP,10.075,-4.7853,2995.2,215.03
175,1075,C,ODP,10.0752,-4.7853,2995.5,213.47
175,1076,A,ODP,11.1015,-5.0689,1404.2,217.47
175,1076,B,ODP,11.1015,-5.0689,1402.1,25.87
175,1076,C,ODP,11.1018,-5.0689,1402.4,216.8
175,1076,D,ODP,11.1019,-5.0689,1401,118.41
175,1077,A,ODP,10.4366,-5.18,2380,209.19
175,1077,B,ODP,10.4364,-5.18,2381.4,211.45
175,1077,C,ODP,10.4361,-5.18,2385.2,16.46
175,1078,A,ODP,13.4002,-11.9202,427.2,70.28
175,1078,B,ODP,13.4003,-11.9205,426.1,125.8
175,1078,C,ODP,13.4003,-11.9208,426,149.58
175,1078,D,ODP,13.4003,-11.9211,427.4,116.71
175,1079,A,ODP,13.3091,-11.9296,737.9,124.61
175,1079,B,ODP,13.309,-11.9295,738.2,129.9
175,1079,C,ODP,13.3094,-11.9299,737.9,129.9
175,1080,A,ODP,10.8201,-16.5597,2765.8,55.57
175,1080,B,ODP,10.8201,-16.5599,2767.9,39.86
175,1081,A,ODP,11.3193,-19.6197,794.1,393.48
175,1081,B,ODP,11.3193,-19.62,793.1,195.87
175,1081,C,ODP,11.3194,-19.6202,793.8,160.94
175,1082,A,ODP,11.8206,-21.094,1279.3,502.01
175,1082,B,ODP,11.8205,-21.0942,1280.4,133.17
175,1082,C,ODP,11.8206,-21.0945,1282.1,217.83
175,1083,A,ODP,11.2179,-20.8947,2178.1,185.32
175,1083,B,ODP,11.2179,-20.895,2183.1,206.41
175,1083,C,ODP,11.2179,-20.8952,2178.9,9.78
175,1083,D,ODP,11.2179,-20.8952,2178.3,201.94
175,1084,A,ODP,13.0278,-25.5139,1991.9,511.56
175,1084,B,ODP,13.0278,-25.5137,1992.8,186.6
175,1084,C,ODP,13.0278,-25.5134,1991.8,217.82
175,1085,A,ODP,13.9901,-29.3744,1713.2,594.39
175,1085,B,ODP,13.9898,-29.3744,1713,326.61
175,1086,A,ODP,15.6604,-31.5527,781.1,211.09
175,1086,B,ODP,15.6601,-31.5527,784.5,212.09
175,1087,A,ODP,15.3109,-31.4647,1371.6,252.38
175,1087,B,ODP,15.3109,-31.465,1371.6,74.83
175,1087,C,ODP,15.3109,-31.4652,1371.6,478.3
175,1087,D,ODP,15.3109,-31.4655,1371.8,130.92
176,735,B,ODP,57.266,-32.7232,720.6,865.99
177,1088,A,ODP,13.5628,-41.1361,2082.2,9.94
177,1088,B,ODP,13.5628,-41.1361,2081.2,125.55
177,1088,C,ODP,13.5629,-41.1361,2082.9,93.86
177,1089,A,ODP,9.8941,-40.9364,4619.3,149.64
177,1089,B,ODP,9.8941,-40.9364,4623.8,246.62
177,1089,C,ODP,9.894,-40.9361,4621.2,160.29
177,1089,D,ODP,9.8937,-40.9364,4617.5,119.36
177,1090,A,ODP,8.8997,-42.9137,3698.6,7.02
177,1090,B,ODP,8.8997,-42.9137,3699.4,373.23
177,1090,C,ODP,8.8998,-42.9135,3703.7,63.78
177,1090,D,ODP,8.9,-42.9136,3702.1,213.64
177,1090,E,ODP,8.8999,-42.9136,3704.2,217.26
177,1091,A,ODP,5.9187,-47.0947,4360.5,279.77
177,1091,B,ODP,5.9187,-47.0947,4356.6,203.52
177,1091,C,ODP,5.9194,-47.0948,4366.4,3.95
177,1091,D,ODP,5.9194,-47.0948,4366.8,165.18
177,1091,E,ODP,5.9192,-47.0949,4366.2,31.49
177,1092,A,ODP,7.0799,-46.4118,1976.3,181.94
177,1092,B,ODP,7.0799,-46.4118,1972.9,144.54
177,1092,C,ODP,7.0799,-46.4116,1973.3,150.79
177,1092,D,ODP,7.0798,-46.4117,1972.9,28.28
177,1093,A,ODP,5.8654,-49.9766,3623.9,263.69
177,1093,B,ODP,5.8655,-49.9765,3630.6,208.98
177,1093,C,ODP,5.8658,-49.9766,3631.7,119.46
177,1093,D,ODP,5.8656,-49.9765,3623.7,160.43
177,1093,E,ODP,5.8656,-49.9763,3623.7,11.54
177,1093,F,ODP,5.8656,-49.9763,3623.7,6.24
177,1094,A,ODP,5.1304,-53.1802,2807.6,135.08
177,1094,B,ODP,5.1305,-53.1804,2806.7,23.58
177,1094,C,ODP,5.1301,-53.1805,2807.3,46.64
177,1094,D,ODP,5.1303,-53.1803,2807.7,100.76
178,1095,A,ODP,-78.4873,-66.9854,3841.6,86.48
178,1095,B,ODP,-78.4878,-66.9854,3841.6,385.75
178,1095,C,ODP,-78.4883,-66.9854,3841.6,2.87
178,1095,D,ODP,-78.4881,-66.9854,3840.9,78.96
178,1096,A,ODP,-76.9632,-67.5668,3152,118.52
178,1096,B,ODP,-76.9635,-67.5668,3152.5,209.77
178,1096,C,ODP,-76.9638,-67.5668,3152.5,344.98
178,1097,A,ODP,-70.7564,-66.3928,551.7,59.3
178,1098,A,ODP,-64.2078,-64.8621,1012,45.78
178,1098,B,ODP,-64.208,-64.8619,1010.6,44.66
178,1098,C,ODP,-64.2078,-64.8618,1010.4,46.3
178,1099,A,ODP,-64.3153,-64.9451,1399.8,63.74
178,1099,B,ODP,-64.3153,-64.9451,1399.8,48.34
178,1100,A,ODP,-65.7057,-63.8834,458.6
178,1100,B,ODP,-65.7058,-63.8835,458.6,0.15
178,1100,C,ODP,-65.7061,-63.8833,458.6,4.05
178,1100,D,ODP,-65.7059,-63.8834,458.6,5.28
178,1101,A,ODP,-70.2612,-64.3722,3279.7,215.75
178,1102,A,ODP,-65.8582,-63.8028,430.5,0.42
178,1102,B,ODP,-65.8579,-63.8028,430.5,0.39
178,1102,C,ODP,-65.8582,-63.8023,430.5,0.01
178,1102,D,ODP,-65.8565,-63.8012,430.5,0.85
178,1103,A,ODP,-65.4653,-63.9995,493.5,44.54
179,1104,A,ODP,57.2642,-32.7221,740
179,1104,B,ODP,57.2642,-32.7221,739
179,1104,C,ODP,57.2642,-32.7221,739
179,1104,D,ODP,57.2642,-32.7221,740
179,1104,E,ODP,57.2642,-32.7221,740
179,1105,A,ODP,57.2775,-32.7189,714,118.43
179,1106,A,ODP,57.2643,-32.722,740
179,1106,B,ODP,57.2643,-32.722,741
179,1106,C,ODP,57.2643,-32.722,742.5
179,1106,D,ODP,57.2643,-32.722,742.5
179,1106,E,ODP,57.2643,-32.722,741
179,1107,A,ODP,88.1808,-17.0237,1659
180,1108,A,ODP,151.6252,-9.7451,3162.7
180,1108,B,ODP,151.6257,-9.7454,3177.2,148.58
180,1109,A,ODP,151.5731,-9.5065,2210.9,9.96
180,1109,B,ODP,151.5732,-9.5066,2211.1,15.14
180,1109,C,ODP,151.5732,-9.5065,2211,323.11
180,1109,D,ODP,151.5726,-9.5063,2211,299.87
180,1110,A,ODP,151.5752,-9.7267,3246.4,9.5
180,1110,B,ODP,151.5751,-9.7268,3246.3,5.37
180,1110,C,ODP,151.575,-9.7267,3245.8
180,1110,D,ODP,151.5754,-9.7265,3245.8,0.16
180,1111,A,ODP,151.5756,-9.7177,3200.7,15.19
180,1112,A,ODP,151.612,-9.7458,3046.7,5.85
180,1112,B,ODP,151.6119,-9.7458,3046.6,1.49
180,1113,A,ODP,151.6123,-9.7575,2915.6,0.44
180,1114,A,ODP,151.5751,-9.7935,406.5,43.78
180,1115,A,ODP,151.5742,-9.1898,1149.6,4.43
180,1115,B,ODP,151.574,-9.1897,1148.8,286.84
180,1115,C,ODP,151.5737,-9.1897,1148.7,291.63
180,1116,A,ODP,151.5751,-9.8656,1851.3,32.61
180,1117,A,ODP,151.5491,-9.7754,1163.2,6.42
180,1117,B,ODP,151.5492,-9.7754,1163.2,0.05
180,1117,C,ODP,151.5491,-9.7753,1163.2,0.1
180,1118,A,ODP,151.5737,-9.5852,2303.6,466.21
181,1119,A,ODP,172.3933,-44.7555,395.5,6.01
181,1119,B,ODP,172.3933,-44.7555,396.8,164.47
181,1119,C,ODP,172.3936,-44.7555,396.2,442.33
181,1120,A,ODP,173.3717,-50.0634,542.9,4.6
181,1120,B,ODP,173.3717,-50.0634,544.2,146.51
181,1120,C,ODP,173.3717,-50.0636,545.9,44.95
181,1120,D,ODP,173.3717,-50.0637,545.9,66.17
181,1121,A,ODP,176.9977,-50.8979,4492,8.37
181,1121,B,ODP,176.9977,-50.8979,4487.9,87.86
181,1122,A,ODP,-177.3935,-46.5797,4435,87.46
181,1122,B,ODP,-177.3937,-46.5797,4429.8,9.81
181,1122,C,ODP,-177.3937,-46.5797,4431.8,351.44
181,1123,A,ODP,-171.499,-41.7862,3290.1,158.63
181,1123,B,ODP,-171.499,-41.786,3289.8,451.4
181,1123,C,ODP,-171.499,-41.7858,3290.1,289.44
181,1124,A,ODP,-176.5316,-39.4984,3967.5,9.51
181,1124,B,ODP,-176.5316,-39.4984,3966.6,9.89
181,1124,C,ODP,-176.5316,-39.4984,3966.5,433.79
181,1124,D,ODP,-176.5315,-39.4981,3966.5,131.84
181,1125,A,ODP,-178.1665,-42.5499,1364.6,209.07
181,1125,B,ODP,-178.1665,-42.5497,1365.6,511.56
182,1126,A,ODP,128.0666,-33.5094,784.8,9.69
182,1126,B,ODP,128.0665,-33.5094,783.8,162.55
182,1126,C,ODP,128.0668,-33.5094,783.8,138.52
182,1126,D,ODP,128.0664,-33.5094,783.8,40.47
182,1127,A,ODP,128.4813,-33.3574,478.7,9.68
182,1127,B,ODP,128.4813,-33.3575,479.3,440.56
182,1128,A,ODP,127.5907,-34.3911,3876,9.31
182,1128,B,ODP,127.5908,-34.3912,3874.6,231.57
182,1128,C,ODP,127.591,-34.3911,3874.3,232.84
182,1128,D,ODP,127.5909,-34.3909,3874.2,79.08
182,1129,A,ODP,128.4812,-33.2898,202.9,13.27
182,1129,B,ODP,128.481,-33.2896,202.3,10.24
182,1129,C,ODP,128.4813,-33.2966,202.4,322.89
182,1129,D,ODP,128.4811,-33.2965,202.1,76.72
182,1130,A,ODP,127.6023,-33.4202,486.7,312.47
182,1130,B,ODP,127.6021,-33.4202,488.1,300.8
182,1130,C,ODP,127.6021,-33.42,488,23.3
182,1131,A,ODP,128.4812,-33.3261,333.4,371.76
182,1131,B,ODP,128.4809,-33.3259,331.4,95.34
182,1132,A,ODP,127.6022,-33.3159,218,9.23
182,1132,B,ODP,127.6022,-33.3162,218.5,217.35
182,1132,C,ODP,127.6021,-33.316,218.5,22.42
182,1133,A,ODP,128.9051,-33.5395,1037.2,9.78
182,1133,B,ODP,128.9053,-33.5396,1037.2,48.59
182,1133,C,ODP,128.9053,-33.5398,1036.8,37.26
182,1134,A,ODP,127.264,-33.5287,701,195.54
182,1134,B,ODP,127.264,-33.529,699.9,158.76
183,1135,A,ODP,84.2735,-59.6999,1566.6,208.7
183,1136,A,ODP,84.8348,-59.6516,1930.6,72.55
183,1137,A,ODP,68.0935,-56.833,1004.5,219.38
183,1138,A,ODP,75.9749,-53.5518,1141.4,411.98
183,1139,A,ODP,63.9365,-50.1851,1415.3,356.88
183,1140,A,ODP,68.4916,-46.2766,2394.1,144.86
